# WadsRadio station list: Hong Kong radio stations
# Columns: station name, stream URL, volume offset, stream type
# WadsRadio supports direct streams and HLS .m3u8 streams; the fourth column marks which source type is used.
# CRHK 881/903/864 are not included: current streams require short-lived signed CloudFront cookies, and old hktoolbar redirects no longer resolve.
# Apple FM entries from Radio Browser are not included because their stream hosts did not resolve during verification.

# RTHK
RTHK Radio 1	https://rthkradio1-live.akamaized.net/hls/live/2035313/radio1/master.m3u8	0	hls
RTHK Radio 2	https://rthkradio2-live.akamaized.net/hls/live/2040078/radio2/index_64_a.m3u8	0	hls
RTHK Radio 3	https://rthkradio3-live.akamaized.net/hls/live/2040079/radio3/master.m3u8	0	hls
RTHK Radio 4	https://rthkradio4-live.akamaized.net/hls/live/2040080/radio4/master.m3u8	0	hls
RTHK Radio 5	https://rthkradio5-live.akamaized.net/hls/live/2040081/radio5/master.m3u8	0	hls
RTHK Putonghua Channel	https://rthkradiopth-live.akamaized.net/hls/live/2040082/radiopth/master.m3u8	0	hls
RTHK Radio 6 / CNR Hong Kong Voice	https://rthkradiocnrhk-live.akamaized.net/hls/live/2046111/radiocnrhk/master.m3u8	0	hls
RTHK Radio 8 / CMG Greater Bay Area Voice	https://rthkradiocmgrgb-live.akamaized.net/hls/live/2046112/radiocmgrgb/master.m3u8	0	hls

# Metro Broadcast
Metro Finance FM 104	https://1716664847.rsc.cdn77.org/1716664847/index.m3u8	0	hls
Metro Info FM 99.7	https://1603884249.rsc.cdn77.org/1603884249/index.m3u8	0	hls
Metro Plus AM 1044	https://1946218710.rsc.cdn77.org/1946218710/index.m3u8	0	hls

# Hong Kong local and internet stations
AXR Hong Kong	https://hongkongstream.axr.online/	0	direct
D100 Radio	http://59.152.232.107:8000/Channel1-128MP3	0	direct
Digital Radio Hong Kong	http://ice.digitalradiohk.net:8000/drhk	0	direct
FM Belowground	https://listen.belowground.fm/radio/8000/radio.mp3	0	direct
Radio Lantau	https://radio.dripfeed.net/listen/radiolantau/radio.mp3	0	direct
Passion Times	https://ptmirror3.passiontimes.hk/hls3/stream.m3u8	0	hls
La French Radio Hong Kong and Macao	https://listen.radioking.com/radio/333865/stream/382282	0	direct
